invoice_id,vendor_name,department,invoice_date,due_date,amount_usd,currency,approval_status,payment_status,assigned_approver,days_overdue,invoice_category,priority_level
INV-10140,Acme Office Supplies,Operations,2026-03-05,2026-05-04,21610.93,USD,Approved,Unpaid,Rowan Bennett,49,Professional Services,Medium
INV-10141,Initech Software,HR,2026-04-25,2026-05-25,37450.37,USD,Approved,Paid,Avery Foster,0,Software,Medium
INV-10142,Umbrella Facilities,IT,2026-04-16,2026-05-31,5990.85,USD,Pending,Unpaid,Marlowe Rossi,22,Logistics,Medium
INV-10143,Globex Consulting,Operations,2026-03-04,2026-03-19,44060.6,USD,Approved,Unpaid,Sam Schmidt,95,Utilities,High
INV-10144,BlueSky Cloud Services,Customer Support,2026-04-13,2026-05-13,41753.9,USD,Rejected,On Hold,Cameron Andersen,40,Logistics,Medium
INV-10145,Globex Consulting,Operations,2026-03-12,2026-04-11,24333.57,USD,Pending,Unpaid,Casey Mendez,72,Consulting,Critical
INV-10146,BlueSky Cloud Services,Procurement,2026-05-02,2026-06-16,37746.77,EUR,Approved,On Hold,Logan Tanaka,6,Facilities,Medium
INV-10147,Pied Piper Hosting,Operations,2026-03-01,2026-04-30,104371.49,GBP,Pending,Unpaid,Morgan Andersen,53,Office Supplies,High
INV-10148,Hooli Analytics,Operations,2026-06-01,2026-07-01,11241.68,GBP,Approved,Paid,Jamie Haddad,0,Facilities,Low
INV-10149,Soylent Catering,Operations,2026-04-02,2026-05-02,4804.63,USD,Pending,Unpaid,Emerson Park,51,Professional Services,Low
INV-10150,Vandelay Imports,Customer Support,2026-06-16,2026-07-01,239709.37,USD,Approved,Paid,Emerson Haddad,0,Software,Medium
INV-10151,Tyrell Hardware,HR,2026-04-13,2026-05-13,14977.09,USD,Under Review,Unpaid,Marlowe Bennett,40,Office Supplies,Medium
INV-10152,Gekko Financial Tools,IT,2026-04-21,2026-06-05,29824.69,USD,Pending,On Hold,Reese Reyes,17,Utilities,High
INV-10153,Massive Dynamic Labs,Customer Support,2026-06-08,2026-07-08,6222.94,USD,Approved,Paid,Emerson Ibrahim,0,Logistics,Critical
INV-10154,Umbrella Facilities,Procurement,2026-02-22,2026-04-23,9504.41,USD,Rejected,On Hold,Drew Rossi,60,Software,Medium
INV-10155,BlueSky Cloud Services,IT,2026-04-18,2026-06-02,81872.85,USD,Pending,Unpaid,Blair Schmidt,0,Hardware,High
INV-10156,Hooli Analytics,Customer Support,2026-06-20,2026-07-05,43269.72,USD,Pending,Unpaid,Rowan Dubois,0,Logistics,Medium
INV-10157,Pied Piper Hosting,Customer Support,2026-05-16,2026-05-31,22204.78,USD,Under Review,Unpaid,Casey Foster,22,Travel,Medium
INV-10158,Pied Piper Hosting,Procurement,2026-04-11,2026-05-11,9954.07,USD,Approved,Paid,Sam Rossi,0,Facilities,Low
INV-10159,Gekko Financial Tools,Operations,2026-04-05,2026-06-04,236273.75,USD,Approved,Unpaid,Rowan Larsson,18,Facilities,High
INV-10160,Massive Dynamic Labs,Customer Support,2026-04-20,2026-06-19,40017.76,USD,Pending,Partially Paid,Noor Walsh,3,Software,Medium
INV-10161,Prestige Worldwide Travel,IT,2026-05-19,2026-07-18,35418.26,USD,Approved,Unpaid,Reese Reyes,0,Logistics,Medium
INV-10162,Northwind Logistics,Customer Support,2026-03-24,2026-04-08,21750.63,USD,Approved,Paid,Emerson Rossi,0,Software,Medium
INV-10163,Initech Software,Customer Support,2026-05-26,2026-07-25,32533.56,USD,Approved,Paid,Sam Dubois,0,Utilities,Critical
INV-10164,Soylent Catering,Customer Support,2026-04-21,2026-05-21,13851.56,USD,Rejected,On Hold,Drew Walsh,32,Logistics,Critical
INV-10165,Tyrell Hardware,Procurement,2026-04-21,2026-05-21,45806.16,USD,Approved,Paid,Reese Ferreira,0,Office Supplies,Medium
INV-10166,Hooli Analytics,Finance,2026-05-16,2026-05-31,21815.84,USD,Approved,Paid,Parker Walsh,0,Marketing,Medium
INV-10167,Initech Software,Finance,2026-04-04,2026-06-03,2724.81,EUR,Approved,Paid,Sam Walsh,0,Hardware,Low
INV-10168,Globex Consulting,HR,2026-03-15,2026-04-14,160070.51,GBP,Approved,Partially Paid,Sasha Haddad,69,Logistics,High
INV-10169,Hooli Analytics,Procurement,2026-05-16,2026-05-31,4611.21,USD,Approved,Unpaid,Riley Ibrahim,22,Office Supplies,Critical
INV-10170,Northwind Logistics,IT,2026-03-13,2026-04-27,36763.91,EUR,Approved,Paid,Emerson Foster,0,Utilities,Low
INV-10171,Hooli Analytics,IT,2026-03-31,2026-05-30,43601.42,USD,Approved,Paid,Sam Murphy,0,Hardware,High
INV-10172,Soylent Catering,HR,2026-05-29,2026-06-13,38799.92,USD,Pending,Unpaid,Reese Ibrahim,9,Facilities,High
INV-10173,Vandelay Imports,Finance,2026-05-01,2026-05-16,7104.83,USD,Approved,Paid,Quinn Larsson,0,Marketing,Low
INV-10174,Nakatomi Property Mgmt,HR,2026-04-09,2026-04-24,17778.16,USD,Pending,Unpaid,Hayden Andersen,59,Marketing,Low
INV-10175,Globex Consulting,HR,2026-02-24,2026-03-26,11016.4,GBP,Approved,Paid,Cameron Ibrahim,0,Facilities,Critical
INV-10176,Tyrell Hardware,Customer Support,2026-03-11,2026-04-10,33416.67,USD,Pending,Unpaid,Cameron Hughes,73,Professional Services,Medium
INV-10177,Globex Consulting,Finance,2026-03-07,2026-05-06,10105.14,USD,Approved,Partially Paid,Hayden Sullivan,47,Professional Services,Medium
INV-10178,Tyrell Hardware,Finance,2026-02-26,2026-04-27,2962.25,USD,Approved,Paid,Hayden Okafor,0,Software,Medium
INV-10179,Cyberdyne Security,Procurement,2026-03-09,2026-03-24,28442.67,USD,Approved,Paid,Taylor Rossi,0,Software,Critical
INV-10180,Hooli Analytics,IT,2026-05-29,2026-06-28,47943.75,USD,Approved,On Hold,Reese Kowalski,0,Consulting,Medium
INV-10181,Oscorp Materials,Operations,2026-03-30,2026-04-29,248569.36,USD,Approved,On Hold,Alex Okafor,54,Hardware,High
INV-10182,Oscorp Materials,IT,2026-04-14,2026-05-29,12316.21,USD,Approved,Partially Paid,Morgan Bennett,24,Travel,High
INV-10183,Prestige Worldwide Travel,Finance,2026-05-22,2026-06-21,168788.83,USD,Pending,On Hold,Jordan Kowalski,1,Hardware,Low
INV-10184,Wayne Marketing Group,Customer Support,2026-05-25,2026-06-09,248696.69,USD,Under Review,Unpaid,Hayden Larsson,13,Logistics,Medium
INV-10185,Hooli Analytics,Operations,2026-03-29,2026-05-28,14899.42,USD,Rejected,On Hold,Riley Haddad,25,Travel,High
INV-10186,Oscorp Materials,IT,2026-06-15,2026-07-15,32977.95,USD,Approved,Paid,Reese Murphy,0,Facilities,Low
INV-10187,Tyrell Hardware,Operations,2026-03-05,2026-04-04,34744.37,EUR,Under Review,Unpaid,Parker Andersen,79,Office Supplies,Critical
INV-10188,Cyberdyne Security,Operations,2026-05-20,2026-06-19,4104.68,USD,Approved,Paid,Jordan Nguyen,0,Travel,High
INV-10189,Prestige Worldwide Travel,Customer Support,2026-06-16,2026-07-01,37382.7,USD,Pending,Unpaid,Sam Okafor,0,Software,High
INV-10190,Stark Industrial Parts,Operations,2026-03-19,2026-04-03,37023.62,EUR,Pending,On Hold,Avery Dubois,80,Utilities,Medium
INV-10191,Hooli Analytics,IT,2026-04-23,2026-06-22,15285.59,USD,Under Review,Unpaid,Noor Rossi,0,Utilities,High
INV-10192,Stark Industrial Parts,Procurement,2026-05-12,2026-06-26,222816.97,USD,Approved,Paid,Noor Ibrahim,0,Marketing,Medium
INV-10193,Initech Software,Operations,2026-05-10,2026-06-09,40876.43,USD,Pending,Unpaid,Sasha Park,13,Hardware,Low
INV-10194,Gekko Financial Tools,Operations,2026-03-20,2026-04-19,35365.28,USD,Under Review,Unpaid,Jordan Andersen,64,Software,Medium
INV-10195,BlueSky Cloud Services,HR,2026-06-15,2026-06-30,41324.05,USD,Pending,Unpaid,Cameron Bennett,0,Professional Services,Medium
INV-10196,Prestige Worldwide Travel,IT,2026-03-29,2026-05-13,156442.5,USD,Approved,Unpaid,Drew Carter,40,Facilities,Medium
INV-10197,Wonka Maintenance,Operations,2026-06-08,2026-06-23,11997.23,USD,Approved,Paid,Taylor Ferreira,0,Travel,High
INV-10198,Gekko Financial Tools,Customer Support,2026-05-21,2026-06-20,40618.03,USD,Rejected,On Hold,Jordan Hughes,2,Travel,Medium
INV-10199,Cyberdyne Security,IT,2026-04-12,2026-05-27,51890.03,USD,Approved,Paid,Rowan Foster,0,Facilities,High
INV-10200,Northwind Logistics,Operations,2026-05-25,2026-07-24,2519.9,USD,Rejected,On Hold,Rowan Schmidt,0,Software,High
INV-10201,Umbrella Facilities,Procurement,2026-06-19,2026-07-19,36922.41,USD,Approved,Paid,Avery Volkov,0,Travel,Low
INV-10202,Oscorp Materials,Procurement,2026-05-03,2026-06-02,33853.89,USD,Pending,Unpaid,Avery Hughes,20,Utilities,Low
INV-10203,Prestige Worldwide Travel,Customer Support,2026-04-06,2026-05-21,16160.86,USD,Pending,Unpaid,Parker Kowalski,32,Travel,Low
INV-10204,Umbrella Facilities,HR,2026-04-08,2026-05-23,272518.25,USD,Pending,Unpaid,Marlowe Haddad,30,Office Supplies,High
INV-10205,Cyberdyne Security,Procurement,2026-05-06,2026-05-21,238592.05,USD,Pending,Unpaid,Harper Tanaka,32,Facilities,Low
INV-10206,Oscorp Materials,Customer Support,2026-04-30,2026-05-15,120782.86,USD,Pending,Unpaid,Drew Ibrahim,38,Travel,Medium
INV-10207,BlueSky Cloud Services,HR,2026-02-26,2026-04-27,47935.94,USD,Approved,Paid,Drew Nguyen,0,Hardware,Low
INV-10208,Initech Software,Finance,2026-05-31,2026-07-15,14862.92,USD,Approved,Partially Paid,Sasha Mendez,0,Professional Services,High
INV-10209,Stark Industrial Parts,IT,2026-06-08,2026-07-08,46505.14,USD,Pending,On Hold,Sam Ibrahim,0,Professional Services,Medium
INV-10210,Initech Software,Procurement,2026-05-11,2026-07-10,10041.51,USD,Rejected,On Hold,Drew Park,0,Hardware,Critical
INV-10211,Nakatomi Property Mgmt,Operations,2026-05-11,2026-06-25,38560.99,USD,Rejected,On Hold,Parker Murphy,0,Facilities,Low
INV-10212,Acme Office Supplies,HR,2026-04-23,2026-05-23,14452.4,USD,Under Review,On Hold,Sasha Reyes,30,Marketing,Medium
INV-10213,Wayne Marketing Group,Procurement,2026-03-29,2026-04-28,38717.49,USD,Rejected,On Hold,Reese Dubois,55,Facilities,Medium
INV-10214,Wonka Maintenance,Customer Support,2026-06-17,2026-07-17,39849.48,USD,Under Review,Unpaid,Hayden Ferreira,0,Office Supplies,Low
INV-10215,Prestige Worldwide Travel,Finance,2026-04-10,2026-05-25,16415.34,USD,Approved,Paid,Noor Andersen,0,Facilities,Low
INV-10216,Nakatomi Property Mgmt,HR,2026-04-09,2026-05-09,19317.79,USD,Pending,Unpaid,Alex Rossi,44,Consulting,Medium
INV-10217,Hooli Analytics,IT,2026-02-24,2026-03-11,238135.23,USD,Approved,Paid,Sasha Ferreira,0,Hardware,Low
INV-10218,Globex Consulting,IT,2026-03-21,2026-05-05,14887.87,EUR,Approved,Unpaid,Hayden Murphy,48,Logistics,Medium
INV-10219,Massive Dynamic Labs,Operations,2026-04-12,2026-05-12,21035.51,USD,Pending,Unpaid,Hayden Ibrahim,41,Travel,Low
INV-10220,Acme Office Supplies,HR,2026-04-04,2026-05-04,21190.7,USD,Approved,Paid,Taylor Volkov,0,Consulting,High
INV-10221,Oscorp Materials,Operations,2026-05-06,2026-06-05,5805.3,USD,Approved,On Hold,Reese Mendez,17,Travel,Medium
INV-10222,Nakatomi Property Mgmt,Finance,2026-05-08,2026-06-07,30346.43,EUR,Pending,Unpaid,Taylor Schmidt,15,Office Supplies,Medium
INV-10223,Vandelay Imports,Finance,2026-05-22,2026-06-21,124661.21,USD,Approved,Paid,Harper Murphy,0,Hardware,Medium
INV-10224,Oscorp Materials,HR,2026-02-24,2026-03-26,24120.05,USD,Approved,Paid,Cameron Carter,0,Hardware,Low
INV-10225,Initech Software,Operations,2026-03-09,2026-04-23,24890.1,USD,Pending,Unpaid,Sasha Murphy,60,Consulting,High
INV-10226,Nakatomi Property Mgmt,Finance,2026-03-12,2026-04-11,13649.08,USD,Approved,Paid,Sasha Dubois,0,Facilities,High
INV-10227,Globex Consulting,Customer Support,2026-06-07,2026-07-07,40385.04,USD,Under Review,Unpaid,Parker Sullivan,0,Travel,High
INV-10228,Globex Consulting,HR,2026-03-07,2026-04-06,48966.49,USD,Approved,Unpaid,Morgan Patel,77,Logistics,Medium
INV-10229,Nakatomi Property Mgmt,HR,2026-05-08,2026-07-07,8341.6,USD,Approved,Paid,Cameron Dubois,0,Marketing,Low
INV-10230,Prestige Worldwide Travel,Customer Support,2026-05-31,2026-06-30,14515.94,USD,Rejected,On Hold,Hayden Foster,0,Office Supplies,Medium
INV-10231,Wonka Maintenance,Finance,2026-05-17,2026-06-16,6718.68,USD,Approved,Paid,Reese Rossi,0,Office Supplies,High
INV-10232,Nakatomi Property Mgmt,HR,2026-05-18,2026-07-02,3931.42,USD,Pending,Unpaid,Marlowe Ferreira,0,Hardware,High
INV-10233,Tyrell Hardware,Procurement,2026-04-08,2026-04-23,41549.41,USD,Rejected,On Hold,Marlowe Ferreira,60,Consulting,Medium
INV-10234,Oscorp Materials,IT,2026-05-25,2026-07-09,24367.35,USD,Approved,Paid,Sasha Larsson,0,Software,Low
INV-10235,Northwind Logistics,Finance,2026-04-02,2026-05-17,235886.58,USD,Approved,On Hold,Marlowe Reyes,36,Marketing,Medium
INV-10236,Umbrella Facilities,Procurement,2026-06-10,2026-07-10,18377.38,EUR,Approved,Paid,Marlowe Patel,0,Travel,Medium
INV-10237,BlueSky Cloud Services,HR,2026-06-09,2026-06-24,4049.51,USD,Approved,Paid,Sam Foster,0,Travel,Low
INV-10238,Initech Software,IT,2026-06-12,2026-07-12,35874.71,USD,Approved,Partially Paid,Casey Haddad,0,Office Supplies,Low
INV-10239,BlueSky Cloud Services,Customer Support,2026-04-10,2026-04-25,8250.68,USD,Approved,Unpaid,Emerson Schmidt,58,Hardware,Critical
INV-10240,Stark Industrial Parts,Finance,2026-02-27,2026-03-14,74631.44,USD,Approved,Paid,Avery Nguyen,0,Consulting,High
INV-10241,Wayne Marketing Group,Customer Support,2026-04-06,2026-06-05,177383.23,GBP,Pending,Unpaid,Jamie Andersen,17,Professional Services,High
INV-10242,Massive Dynamic Labs,Operations,2026-03-18,2026-05-02,2910.25,EUR,Rejected,On Hold,Morgan Patel,51,Hardware,Medium
INV-10243,Prestige Worldwide Travel,Finance,2026-04-15,2026-04-30,45778.81,USD,Under Review,Unpaid,Hayden Murphy,53,Hardware,Medium
INV-10244,BlueSky Cloud Services,Finance,2026-04-07,2026-04-22,93148.59,GBP,Rejected,On Hold,Drew Haddad,61,Facilities,Medium
INV-10245,Wonka Maintenance,IT,2026-03-24,2026-05-08,157312.96,USD,Approved,Paid,Jamie Reyes,0,Facilities,Medium
INV-10246,Vandelay Imports,IT,2026-04-07,2026-04-22,21577.44,GBP,Approved,Paid,Morgan Tanaka,0,Professional Services,Critical
INV-10247,Prestige Worldwide Travel,Finance,2026-05-13,2026-06-12,191580.12,USD,Approved,On Hold,Noor Nguyen,10,Office Supplies,Medium
INV-10248,Pied Piper Hosting,Operations,2026-03-18,2026-04-17,6005.27,EUR,Approved,Paid,Quinn Walsh,0,Professional Services,Medium
INV-10249,BlueSky Cloud Services,IT,2026-04-24,2026-06-23,24605.99,USD,Approved,Paid,Rowan Schmidt,0,Consulting,Low
INV-10250,Wayne Marketing Group,HR,2026-04-17,2026-05-02,222585.7,USD,Approved,Paid,Jordan Dubois,0,Travel,Low
INV-10251,Wayne Marketing Group,Procurement,2026-05-21,2026-07-05,15846.84,EUR,Pending,Unpaid,Jordan Murphy,0,Logistics,Medium
INV-10252,Massive Dynamic Labs,Finance,2026-05-01,2026-05-16,42469.07,USD,Approved,Paid,Cameron Sullivan,0,Marketing,Medium
INV-10253,Nakatomi Property Mgmt,Procurement,2026-03-19,2026-05-18,18203.34,GBP,Rejected,On Hold,Noor Dubois,35,Logistics,High
INV-10254,Initech Software,Finance,2026-02-22,2026-04-08,158309.04,USD,Pending,Unpaid,Hayden Kowalski,75,Marketing,Medium
INV-10255,Globex Consulting,Operations,2026-04-15,2026-05-15,47107.77,GBP,Approved,Paid,Avery Andersen,0,Travel,Low
INV-10256,Pied Piper Hosting,IT,2026-03-18,2026-04-02,24889.6,USD,Approved,Paid,Hayden Reyes,0,Logistics,Low
INV-10257,Hooli Analytics,Procurement,2026-03-05,2026-04-04,19406.44,EUR,Approved,Paid,Jamie Reyes,0,Professional Services,Low
INV-10258,Globex Consulting,Operations,2026-06-08,2026-07-08,15559.12,USD,Approved,Unpaid,Logan Nguyen,0,Consulting,Medium
INV-10259,BlueSky Cloud Services,Operations,2026-03-10,2026-04-09,34222.8,USD,Under Review,Unpaid,Avery Ferreira,74,Travel,Low
INV-10260,Massive Dynamic Labs,Finance,2026-03-27,2026-04-26,218649.61,USD,Pending,Unpaid,Avery Foster,0,Hardware,High
INV-10261,Globex Consulting,Operations,2026-06-06,2026-06-21,206192.0,USD,Approved,Paid,Blair Hughes,0,Professional Services,Medium
INV-10262,Nakatomi Property Mgmt,Procurement,2026-02-24,2026-03-11,62894.41,EUR,Approved,Paid,Sam Foster,0,Software,Critical
INV-10263,Gekko Financial Tools,Finance,2026-05-31,2026-07-30,35566.0,USD,Approved,Paid,Riley Nguyen,0,Marketing,Medium
INV-10264,Gekko Financial Tools,Operations,2026-06-17,2026-08-16,12232.01,USD,Approved,Paid,Quinn Kowalski,0,Office Supplies,Low
INV-10265,Wonka Maintenance,Operations,2026-03-31,2026-05-30,48711.75,USD,Approved,Paid,Sasha Dubois,0,Hardware,High
INV-10266,Pied Piper Hosting,Customer Support,2026-04-18,2026-05-18,9016.02,USD,Approved,Partially Paid,Jordan Rossi,35,Facilities,High
INV-10267,Pied Piper Hosting,Customer Support,2026-05-23,2026-06-22,181372.88,USD,Under Review,Partially Paid,Avery Volkov,0,Travel,Low
INV-10268,Pied Piper Hosting,Operations,2026-05-30,2026-06-29,39552.75,USD,Under Review,Unpaid,Rowan Volkov,0,Office Supplies,High
INV-10269,Nakatomi Property Mgmt,Operations,2026-03-06,2026-04-20,8808.39,USD,Approved,Unpaid,Sasha Carter,63,Utilities,Low
INV-10270,Prestige Worldwide Travel,Operations,2026-03-10,2026-04-09,8901.17,EUR,Under Review,Unpaid,Marlowe Reyes,74,Consulting,Low
INV-10271,Massive Dynamic Labs,Procurement,2026-06-12,2026-07-12,32529.3,USD,Approved,Paid,Noor Ibrahim,0,Hardware,Critical
INV-10272,Vandelay Imports,Operations,2026-03-23,2026-05-22,45531.2,USD,Approved,Paid,Drew Park,0,Marketing,Low
INV-10273,Initech Software,Operations,2026-03-20,2026-04-04,46499.04,USD,Rejected,On Hold,Jordan Murphy,79,Professional Services,Critical
INV-10274,Vandelay Imports,Customer Support,2026-05-24,2026-07-23,149237.01,USD,Approved,Paid,Blair Hughes,0,Utilities,Medium
INV-10275,Gekko Financial Tools,Finance,2026-05-19,2026-06-18,3555.0,USD,Approved,Paid,Noor Ibrahim,0,Office Supplies,Medium
INV-10276,Wonka Maintenance,IT,2026-03-01,2026-04-15,18548.19,EUR,Pending,Unpaid,Avery Murphy,68,Hardware,High
INV-10277,BlueSky Cloud Services,Finance,2026-05-15,2026-05-30,46643.53,USD,Approved,Paid,Parker Hughes,0,Utilities,High
INV-10278,Prestige Worldwide Travel,Customer Support,2026-02-27,2026-04-13,21277.01,USD,Pending,Unpaid,Sam Sullivan,70,Logistics,Low
INV-10279,Wonka Maintenance,HR,2026-04-12,2026-06-11,13974.25,USD,Approved,Paid,Casey Bennett,0,Utilities,High
INV-10280,Acme Office Supplies,IT,2026-06-10,2026-07-10,30723.18,USD,Approved,Paid,Taylor Rossi,0,Consulting,Medium
